day=226 max=-242478 idx=19 scores=[-275357, -260270, -261973, -249574, -268396, -258062, -265799, -267378, -250548, -261877, -265375, -256590, -271859, -264459, -250887, -262367, -277656, -249218, -271100, -242478, -271375, -270044, -258391, -260389, -269161, -275012]
day=227 max=-245628 idx=17 scores=[-264091, -248662, -261226, -247933, -270695, -266184, -267715, -270719, -268830, -247945, -253216, -263598, -280599, -258159, -257616, -257251, -264814, -245628, -260130, -255256, -272021, -276294, -248282, -260462, -272052, -260622]
day=228 max=-246398 idx=3 scores=[-280841, -260486, -263536, -246398, -267755, -271747, -254384, -270381, -272430, -257368, -250382, -270750, -270150, -270387, -257274, -266789, -263061, -248652, -261508, -252127, -271866, -280629, -253605, -275300, -263983, -269529]
day=229 max=-245109 idx=19 scores=[-281282, -250688, -272902, -261472, -276967, -279329, -265041, -272617, -270851, -266701, -259663, -265020, -284859, -264200, -260346, -264096, -272890, -255561, -275830, -245109, -275248, -267441, -262023, -274857, -281166, -268892]
day=230 max=-258403 idx=13 scores=[-280111, -262918, -267506, -258989, -267440, -279178, -258998, -267709, -264155, -258438, -263507, -280826, -271991, -258403, -263294, -262667, -272642, -265220, -267120, -262987, -262178, -272130, -259537, -259285, -271609, -271975]
day=231 max=-251787 idx=3 scores=[-272885, -258340, -281634, -251787, -274826, -278964, -261726, -271696, -260604, -261858, -268845, -273459, -277873, -274492, -263367, -254425, -270747, -253288, -263359, -255856, -271449, -276216, -266000, -262570, -274083, -280272]
day=232 max=-250084 idx=3 scores=[-289061, -257204, -278509, -250084, -277526, -281610, -278552, -264898, -264577, -263512, -263179, -272705, -274750, -271423, -257282, -269514, -267769, -267746, -260273, -262732, -277483, -276178, -250372, -270654, -286931, -283053]
day=233 max=-251362 idx=17 scores=[-284347, -258446, -277241, -256141, -285863, -278508, -271209, -268723, -274113, -257743, -261651, -273373, -278895, -274873, -256102, -259306, -270059, -251362, -265178, -260167, -263353, -277860, -261332, -264402, -273377, -273682]
day=234 max=-255016 idx=3 scores=[-278467, -262675, -278311, -255016, -283213, -275516, -268668, -283643, -262358, -272823, -258062, -269124, -272840, -261836, -255857, -263925, -272322, -263973, -266266, -269737, -281261, -284789, -260041, -270438, -283074, -280787]
day=235 max=-255120 idx=22 scores=[-286095, -270799, -272824, -258063, -278432, -275472, -278748, -271748, -267779, -262341, -264888, -271927, -286638, -278553, -270963, -267560, -284333, -260103, -270441, -266840, -270233, -292103, -255120, -265918, -285370, -273731]
day=236 max=-261282 idx=22 scores=[-281212, -264945, -288779, -262210, -293048, -282942, -273996, -284364, -276513, -273278, -263482, -273050, -279644, -270538, -267018, -274266, -272983, -265805, -283641, -268635, -283507, -279223, -261282, -279408, -282727, -280124]
day=237 max=-259506 idx=3 scores=[-294237, -270515, -274157, -259506, -287117, -274069, -270087, -283303, -275401, -267496, -276384, -276648, -278322, -273052, -263283, -277491, -285824, -272094, -278563, -270060, -277696, -281394, -271224, -278753, -284777, -280766]
day=238 max=-255098 idx=1 scores=[-279175, -255098, -292578, -258844, -281092, -279857, -269759, -280842, -282994, -268166, -280696, -271086, -289458, -267057, -261886, -269560, -288418, -266890, -279436, -271459, -273802, -278844, -264300, -275304, -291162, -275206]
day=239 max=-258686 idx=17 scores=[-296257, -261587, -276954, -277477, -293757, -289653, -282931, -282808, -274479, -271712, -281754, -280778, -288319, -274717, -271211, -278838, -280602, -258686, -279307, -260397, -282476, -284366, -267280, -282710, -278493, -276424]
day=240 max=-261853 idx=19 scores=[-287958, -262283, -280004, -270833, -297542, -277963, -287768, -286260, -269922, -279464, -282045, -280393, -298248, -287055, -280769, -265324, -291648, -274682, -285483, -261853, -285750, -283261, -277268, -282578, -291106, -275748]
day=241 max=-260003 idx=22 scores=[-298676, -275494, -283369, -275029, -282563, -282143, -288857, -278902, -285243, -273034, -281005, -279093, -294353, -271739, -271067, -270011, -289068, -273355, -286814, -272405, -281463, -287368, -260003, -279480, -287742, -289248]
day=242 max=-264544 idx=14 scores=[-295682, -273042, -286445, -277850, -294528, -291278, -287855, -296794, -275075, -274729, -283760, -284980, -300006, -277877, -264544, -270686, -290699, -278034, -282572, -279421, -284896, -290825, -276660, -282177, -294518, -285274]
day=243 max=-267565 idx=1 scores=[-286711, -267565, -299229, -281362, -296560, -292000, -287752, -296634, -277106, -281620, -284242, -292255, -285711, -273289, -275559, -279509, -285595, -277420, -284367, -272295, -278233, -293555, -276826, -279779, -288551, -280813]
day=244 max=-263896 idx=17 scores=[-299257, -279399, -282344, -271279, -293807, -294117, -275387, -280925, -284491, -268112, -281396, -291709, -300548, -283493, -285968, -272985, -294336, -263896, -292590, -265360, -277155, -304215, -272216, -288692, -285883, -282219]
day=245 max=-274743 idx=19 scores=[-295223, -281065, -289492, -279101, -288023, -292167, -291727, -292755, -292849, -274978, -284069, -283518, -296446, -277768, -286744, -274846, -292633, -276308, -293819, -274743, -282552, -298148, -277858, -279630, -288175, -300270]
day=246 max=-272166 idx=14 scores=[-298447, -282321, -299411, -281344, -305442, -293089, -278045, -293308, -291055, -273223, -285701, -280414, -292166, -281650, -272166, -280817, -285767, -280384, -284180, -284044, -295143, -305771, -276305, -282174, -300427, -283320]
day=247 max=-270808 idx=22 scores=[-299460, -283192, -291066, -275560, -299991, -290465, -288969, -288317, -289644, -290650, -283913, -283621, -292263, -291444, -279608, -287564, -303325, -283441, -294067, -276688, -290301, -288181, -270808, -288769, -297533, -290873]
day=248 max=-267848 idx=19 scores=[-296913, -278888, -291666, -276091, -307168, -301103, -289030, -286321, -287686, -273141, -280124, -285544, -292381, -297305, -278414, -277084, -302862, -280489, -279462, -267848, -296463, -305604, -272847, -289944, -295417, -292670]
day=249 max=-270893 idx=3 scores=[-297691, -272294, -298530, -270893, -304772, -302293, -285617, -286279, -285227, -278900, -277523, -290730, -292353, -292677, -278593, -272077, -290637, -281045, -282851, -271538, -286578, -304256, -271645, -286629, -297752, -294481]
day=250 max=-270768 idx=3 scores=[-302393, -285727, -297036, -270768, -302052, -300773, -290854, -299598, -282393, -287810, -280654, -288002, -300084, -287106, -289892, -290098, -289647, -275589, -285403, -277063, -282703, -302882, -281507, -294199, -303343, -298596]
day=251 max=-270781 idx=1 scores=[-300797, -270781, -306202, -279901, -293336, -289588, -297163, -290530, -299942, -284533, -288393, -289207, -298985, -286129, -288358, -287602, -304456, -273894, -294881, -286424, -291269, -307793, -289943, -300753, -298032, -295328]
day=252 max=-273947 idx=17 scores=[-298039, -288534, -300087, -278862, -301276, -295868, -284986, -292619, -284298, -279471, -292696, -299555, -298678, -285358, -276172, -283227, -309856, -273947, -296533, -288028, -302879, -312562, -290425, -301646, -299014, -291493]
day=253 max=-276066 idx=3 scores=[-306585, -290708, -309106, -276066, -310495, -310077, -286696, -303864, -292958, -286729, -294356, -297643, -315093, -297486, -285375, -291353, -299132, -285798, -295432, -279826, -297928, -299112, -282574, -296819, -294790, -299412]
day=254 max=-277808 idx=1 scores=[-298595, -277808, -310582, -283855, -297049, -310307, -299696, -310363, -303164, -294605, -280985, -295025, -299858, -293832, -283189, -296876, -296383, -289475, -288202, -293439, -302329, -315987, -278711, -305312, -307191, -295595]
day=255 max=-281915 idx=17 scores=[-303238, -292554, -298285, -294488, -299350, -302209, -306114, -298544, -298000, -291182, -282305, -309869, -309099, -304096, -291419, -287472, -313253, -281915, -302845, -293135, -297368, -315779, -292569, -295459, -299381, -302468]
day=256 max=-279024 idx=1 scores=[-312962, -279024, -310474, -295317, -312038, -308989, -297028, -307910, -294812, -284924, -292123, -311914, -310963, -302601, -285241, -289245, -305308, -290710, -293633, -288135, -298016, -310420, -287658, -308068, -308507, -299615]
day=257 max=-285375 idx=3 scores=[-316203, -293896, -310751, -285375, -299605, -306364, -307998, -314914, -288172, -287145, -298175, -303893, -312513, -305467, -293910, -289711, -316544, -291365, -308462, -294409, -301633, -310919, -294813, -308506, -301532, -300580]
day=258 max=-278910 idx=1 scores=[-316942, -278910, -299265, -294595, -300450, -300626, -303668, -305230, -301570, -301243, -290341, -308403, -313647, -305071, -290431, -298878, -305529, -281747, -305160, -287667, -307108, -317681, -295286, -309330, -304970, -308651]
day=259 max=-287241 idx=22 scores=[-313159, -290245, -304345, -300749, -306722, -313258, -292562, -299524, -294947, -288517, -287243, -306487, -322734, -309893, -301989, -297559, -303333, -287367, -311119, -295982, -307147, -313260, -287241, -297394, -308959, -306745]
day=260 max=-286704 idx=22 scores=[-316947, -294179, -310839, -293446, -308086, -303514, -304813, -303287, -305583, -293730, -302725, -301856, -310753, -301602, -301081, -297865, -306285, -292805, -302296, -289841, -305004, -321131, -286704, -297347, -309826, -318319]
day=261 max=-283264 idx=17 scores=[-317557, -289739, -309651, -301897, -305630, -319570, -296204, -314822, -309191, -295864, -298011, -311627, -322715, -297487, -293794, -305373, -313229, -283264, -312801, -293584, -302042, -309527, -301772, -303415, -314111, -313344]
day=262 max=-287779 idx=22 scores=[-327216, -292548, -321487, -302893, -305979, -307072, -304045, -310453, -295001, -297932, -292464, -313190, -310007, -296530, -298022, -290989, -310926, -294954, -309758, -295630, -309368, -309501, -287779, -297183, -312085, -315194]
day=263 max=-287857 idx=1 scores=[-313597, -287857, -305716, -294250, -322634, -318940, -297344, -314252, -309405, -294256, -292679, -320455, -312361, -298088, -294291, -306074, -321134, -289463, -317046, -295586, -306800, -318320, -295804, -300947, -308067, -305155]
day=264 max=-285496 idx=1 scores=[-316748, -285496, -321231, -306613, -313412, -305047, -302584, -312797, -301133, -305917, -307347, -308167, -323914, -303655, -292860, -305062, -317526, -298252, -303104, -288210, -317737, -314514, -292367, -303875, -327087, -306469]
day=265 max=-288316 idx=22 scores=[-315783, -304207, -310454, -298835, -319328, -324018, -311469, -324983, -302105, -305096, -298734, -308585, -326734, -302097, -304506, -293852, -319463, -300047, -305660, -303076, -308362, -314396, -288316, -301664, -327155, -310144]
day=266 max=-294284 idx=9 scores=[-316615, -298846, -319772, -295562, -311869, -306669, -312548, -306742, -316557, -294284, -306484, -306214, -326922, -310144, -310067, -304779, -314350, -305147, -302645, -299338, -304340, -329907, -305209, -313940, -311753, -315536]
day=267 max=-293015 idx=14 scores=[-332646, -300847, -317514, -302529, -326550, -327672, -317116, -317132, -312216, -304298, -300835, -309556, -322391, -309764, -293015, -299668, -319371, -309088, -321146, -296794, -312954, -330676, -301784, -303167, -324825, -326730]
day=268 max=-298196 idx=9 scores=[-322658, -300354, -315234, -300061, -325937, -319243, -305124, -309323, -303942, -298196, -303738, -314240, -316038, -308196, -300880, -305262, -319295, -306124, -304652, -303809, -323296, -332724, -305083, -323401, -322292, -315817]
day=269 max=-292156 idx=19 scores=[-321022, -307260, -328602, -302592, -319804, -310934, -321853, -323089, -314069, -309397, -310256, -319278, -319050, -311937, -296297, -299528, -329847, -298948, -313836, -292156, -316374, -328191, -311972, -308034, -320261, -316737]
day=270 max=-297032 idx=1 scores=[-331166, -297032, -314511, -312226, -332737, -312096, -324611, -323176, -306897, -304388, -302475, -322259, -332415, -321532, -297081, -307827, -322112, -297582, -312193, -308255, -323884, -327886, -303909, -322297, -319529, -318569]
day=271 max=-296175 idx=1 scores=[-329778, -296175, -315394, -312593, -325545, -320764, -312013, -328884, -305240, -308560, -314799, -324433, -336721, -317708, -311500, -310716, -325989, -313524, -318992, -311087, -317163, -321988, -301221, -315867, -324679, -316192]
day=272 max=-297134 idx=1 scores=[-336317, -297134, -326627, -311935, -335581, -326113, -318000, -322580, -313675, -313075, -311161, -316941, -329575, -313417, -301476, -303892, -331132, -312136, -319928, -313610, -322094, -334254, -298191, -322945, -336232, -319092]
day=273 max=-296023 idx=1 scores=[-325131, -296023, -324284, -316923, -327195, -316401, -317539, -316366, -307320, -304858, -308762, -329648, -327866, -311081, -308136, -313666, -335979, -301112, -314367, -303687, -313169, -326722, -300310, -310336, -319922, -321168]
day=274 max=-301657 idx=14 scores=[-331958, -314620, -318740, -311938, -332225, -320237, -317051, -322892, -325755, -308948, -308674, -317516, -324570, -323205, -301657, -315653, -329576, -304078, -314570, -310688, -320370, -329816, -317545, -326502, -335264, -327765]
day=275 max=-306189 idx=15 scores=[-327002, -312400, -333345, -306447, -327027, -328124, -328514, -325899, -321428, -308220, -312508, -330201, -327365, -327523, -310526, -306189, -328633, -316539, -322548, -309551, -313013, -334292, -306594, -320520, -330142, -323763]
day=276 max=-304375 idx=17 scores=[-331347, -306622, -322856, -308743, -329531, -320421, -320549, -331935, -322780, -310340, -321581, -322819, -343097, -313051, -305883, -305901, -333316, -304375, -329033, -311540, -327342, -329561, -319402, -329139, -333102, -319800]
day=277 max=-313351 idx=9 scores=[-339646, -317478, -337649, -318787, -341636, -330405, -326778, -333655, -325390, -313351, -313972, -318306, -344268, -317802, -317120, -320482, -336138, -319147, -319895, -320096, -319612, -332252, -319349, -326392, -335269, -333151]
day=278 max=-305452 idx=3 scores=[-337563, -316711, -328389, -305452, -327865, -325188, -319785, -333727, -323324, -313177, -321351, -333580, -343027, -332605, -309394, -312359, -330451, -308349, -320409, -314379, -328177, -335022, -316537, -334913, -340145, -328253]
day=279 max=-304368 idx=22 scores=[-339356, -321647, -333690, -306092, -337012, -334084, -331009, -330985, -323494, -314783, -322515, -330969, -328926, -332446, -310795, -314680, -328686, -311618, -316735, -307502, -320831, -328488, -304368, -319452, -336726, -336247]
day=280 max=-308490 idx=1 scores=[-342064, -308490, -336749, -319256, -333538, -338742, -333441, -325267, -324913, -328031, -316646, -322267, -339634, -317180, -311082, -309832, -342342, -319519, -333427, -312234, -329209, -347801, -313231, -322676, -330137, -343244]
day=281 max=-309329 idx=3 scores=[-336503, -310583, -332622, -309329, -347348, -337580, -332161, -325114, -318269, -313477, -317182, -341803, -336348, -323189, -314913, -324992, -333520, -321164, -325761, -322567, -335244, -345710, -314891, -339150, -334721, -333833]
day=282 max=-312276 idx=3 scores=[-351554, -320048, -328537, -312276, -348955, -341724, -324263, -340913, -324343, -332029, -328753, -327238, -347221, -338231, -328882, -314100, -347488, -313762, -330223, -318322, -321305, -350721, -320684, -327447, -339806, -328518]
day=283 max=-309436 idx=1 scores=[-341387, -309436, -341240, -323051, -347520, -345215, -331186, -337638, -337620, -313751, -315960, -328310, -336335, -338462, -318811, -319966, -331579, -312669, -335531, -312097, -323087, -352704, -321599, -336105, -344908, -347798]
day=284 max=-308777 idx=1 scores=[-336401, -308777, -340205, -328609, -345530, -332516, -339811, -339693, -328483, -318893, -322160, -342540, -343454, -328663, -320265, -329258, -343366, -313771, -333244, -317006, -337336, -349669, -327271, -338276, -342832, -344450]
day=285 max=-312631 idx=19 scores=[-347933, -323670, -332001, -319129, -351558, -342603, -333898, -340220, -333250, -323522, -324205, -343548, -338760, -331171, -323298, -327737, -348336, -313110, -323987, -312631, -332770, -349669, -312738, -333590, -335005, -348258]
day=286 max=-312380 idx=19 scores=[-351223, -317457, -342043, -319236, -344731, -335069, -326714, -334284, -327659, -327843, -318048, -349074, -352483, -334262, -317878, -333169, -348461, -321680, -340334, -312380, -338043, -354474, -319377, -337003, -350121, -333939]
day=287 max=-319149 idx=22 scores=[-349705, -323742, -343867, -328084, -339091, -340630, -327506, -351815, -333333, -319281, -333122, -347709, -350320, -332802, -324386, -325200, -341334, -332990, -339573, -325115, -330800, -347466, -319149, -338201, -351233, -349581]
day=288 max=-315252 idx=22 scores=[-357326, -319950, -341920, -325725, -338565, -350273, -340722, -335497, -341984, -338010, -328184, -338862, -347045, -338459, -332933, -332523, -340664, -329018, -328200, -328016, -329263, -353049, -315252, -330908, -338213, -353258]
day=289 max=-317065 idx=1 scores=[-350651, -317065, -350790, -323779, -355366, -342143, -330557, -339206, -333993, -332691, -326199, -344827, -342134, -332577, -336233, -323826, -356312, -325163, -332098, -331785, -340250, -347445, -325037, -336248, -346349, -349825]
day=290 max=-319740 idx=19 scores=[-353617, -326185, -353506, -320458, -340379, -347684, -336374, -348933, -339949, -330083, -329463, -336324, -350984, -334228, -325787, -335327, -343146, -320449, -329915, -319740, -348765, -354285, -328422, -344568, -356598, -355657]
day=291 max=-317053 idx=1 scores=[-348793, -317053, -349128, -331361, -356107, -345979, -334177, -340204, -345832, -342859, -335516, -348106, -352348, -335611, -329725, -331303, -345929, -330169, -343953, -328945, -337939, -353757, -324800, -349578, -344763, -353285]
day=292 max=-323875 idx=14 scores=[-352501, -335140, -349349, -333543, -353043, -343873, -349504, -339468, -336600, -329808, -329139, -341390, -353156, -340721, -323875, -330848, -357427, -332335, -332583, -326978, -346398, -356187, -329394, -347261, -350993, -351755]
day=293 max=-320729 idx=17 scores=[-360916, -326772, -359031, -337796, -354686, -351928, -334350, -342984, -350004, -331253, -332830, -338627, -363970, -343765, -329834, -335786, -361176, -320729, -344956, -327888, -335463, -361958, -325381, -346319, -345467, -340428]
day=294 max=-323708 idx=19 scores=[-352511, -336771, -347500, -325653, -349593, -354833, -341738, -344972, -342793, -340021, -344695, -342379, -364530, -340057, -343667, -343648, -350634, -324747, -345970, -323708, -336252, -362172, -325539, -353245, -345639, -345057]
day=295 max=-326140 idx=22 scores=[-351116, -334585, -348829, -330406, -359095, -352795, -341474, -361696, -351292, -340420, -343396, -343961, -351935, -342704, -335302, -342766, -361383, -337168, -340793, -326365, -344058, -348173, -326140, -341728, -350258, -353402]
day=296 max=-330425 idx=17 scores=[-364256, -337860, -357405, -331140, -352459, -358848, -354325, -348546, -336868, -335933, -346060, -348071, -359143, -347493, -338675, -335402, -356728, -330425, -345879, -331537, -346975, -360115, -331645, -356439, -353325, -355326]
day=297 max=-322990 idx=1 scores=[-365844, -322990, -360145, -329736, -362289, -348909, -353895, -350658, -347587, -345092, -349069, -356253, -369869, -357056, -340317, -340345, -359941, -334325, -352236, -338315, -342396, -367360, -330930, -354772, -361059, -361324]
day=298 max=-326756 idx=1 scores=[-353257, -326756, -356918, -337570, -352216, -353158, -348181, -359619, -337043, -345918, -337780, -358353, -357516, -350684, -339451, -332718, -352077, -335603, -342780, -341521, -351233, -370899, -327463, -349963, -358123, -363595]
day=299 max=-332842 idx=14 scores=[-361935, -334215, -354973, -335033, -369530, -352156, -359579, -358110, -343758, -347990, -338978, -351225, -368797, -358016, -332842, -342746, -358752, -346978, -347750, -336057, -347902, -370017, -342863, -342219, -368214, -356416]
day=300 max=-334241 idx=17 scores=[-361696, -341258, -357651, -342092, -356187, -367994, -360187, -361695, -350757, -348615, -351986, -351473, -355042, -353040, -338029, -343711, -366171, -334241, -343635, -343906, -357210, -368457, -335797, -353527, -356255, -365458]
day=301 max=-337957 idx=17 scores=[-374214, -345966, -369740, -347317, -371320, -360203, -358281, -363014, -342492, -353205, -350270, -349416, -360950, -356938, -340044, -338816, -361211, -337957, -350907, -345549, -359928, -364778, -349178, -357572, -363213, -350806]
day=302 max=-335608 idx=15 scores=[-360475, -341682, -357157, -346128, -361986, -366902, -358009, -360076, -348224, -349993, -345915, -358584, -362258, -351466, -342925, -335608, -369659, -348684, -362937, -336760, -348606, -374594, -337332, -346899, -355283, -360038]
day=303 max=-334206 idx=19 scores=[-366346, -348531, -356122, -349788, -357761, -361990, -349138, -368753, -344493, -349876, -351797, -352809, -369477, -351041, -341730, -348906, -364755, -335469, -351271, -334206, -349519, -371836, -349010, -346502, -362741, -363583]
day=304 max=-338595 idx=3 scores=[-368098, -348170, -371347, -338595, -371760, -369742, -359644, -364523, -347096, -347630, -340362, -366316, -369942, -365120, -343659, -339444, -369372, -347715, -349911, -350111, -364077, -376113, -345026, -355551, -372090, -361401]
day=305 max=-336772 idx=17 scores=[-362290, -347774, -360746, -349259, -377332, -373036, -354930, -367262, -348591, -348961, -351416, -363151, -374257, -347031, -345701, -355472, -363843, -336772, -360759, -342148, -366206, -376811, -340628, -361899, -375617, -363376]
day=306 max=-334343 idx=1 scores=[-378499, -334343, -373276, -337263, -360516, -374875, -353206, -359896, -346490, -342901, -347218, -361547, -367675, -364646, -350892, -355953, -366242, -351851, -366209, -335500, -365467, -379235, -339660, -368519, -364072, -369842]
day=307 max=-337005 idx=22 scores=[-373317, -337483, -373556, -353580, -380064, -364197, -355522, -374085, -349062, -360797, -344880, -358734, -363571, -352089, -346642, -340608, -373329, -355118, -351756, -347946, -352010, -378603, -337005, -352403, -372115, -364265]
day=308 max=-338047 idx=1 scores=[-383901, -338047, -367995, -352070, -375143, -369405, -369893, -377857, -355576, -348287, -344602, -369156, -366888, -366800, -342773, -357144, -375719, -339027, -360862, -345673, -359247, -371094, -349214, -368523, -376728, -373436]
day=309 max=-345402 idx=19 scores=[-367983, -354896, -378296, -357775, -370205, -360679, -371111, -371918, -362525, -346108, -356490, -372655, -374522, -361980, -353237, -352156, -364410, -348375, -370656, -345402, -368507, -376108, -358502, -356044, -363756, -377403]
day=310 max=-340900 idx=22 scores=[-368873, -357188, -375449, -347481, -367509, -370384, -372138, -370500, -357536, -361463, -358242, -369590, -373902, -363132, -354250, -351285, -371551, -355753, -355589, -356471, -359056, -382813, -340900, -364793, -372291, -378075]
day=311 max=-343891 idx=3 scores=[-378414, -358414, -382553, -343891, -379226, -380017, -360140, -378768, -364295, -358670, -350147, -371265, -385205, -361433, -355311, -356802, -381025, -356745, -358470, -355816, -363248, -385953, -346268, -359502, -381842, -380449]
day=312 max=-342966 idx=3 scores=[-372811, -358465, -381532, -342966, -372479, -377226, -364878, -380547, -363879, -355058, -355158, -378525, -387135, -361058, -365468, -352081, -368340, -358380, -366335, -343514, -373458, -374115, -360999, -366652, -379318, -364869]
day=313 max=-350670 idx=15 scores=[-386796, -360501, -385121, -350910, -381999, -383760, -375585, -369480, -366379, -368232, -363850, -370000, -388758, -365939, -353390, -350670, -373151, -356637, -375574, -361082, -360147, -386010, -354276, -360050, -386068, -368914]
day=314 max=-344615 idx=19 scores=[-388659, -361754, -375289, -357604, -387130, -384901, -375350, -367936, -371176, -351004, -355550, -364042, -385873, -361698, -367580, -364775, -373013, -354142, -363575, -344615, -371668, -372184, -346901, -360206, -378201, -378136]
day=315 max=-349535 idx=15 scores=[-381789, -351638, -378997, -362254, -372420, -380640, -373510, -367628, -358771, -360024, -361923, -370139, -386513, -370651, -354820, -349535, -377976, -360600, -363031, -352331, -368609, -387966, -353019, -365686, -375721, -375735]
day=316 max=-351016 idx=17 scores=[-386722, -357999, -371288, -355251, -386887, -383189, -374078, -384196, -364512, -360155, -369049, -385107, -394232, -377302, -362611, -361951, -379223, -351016, -373774, -362431, -368745, -383627, -353062, -363666, -385772, -388230]
day=317 max=-354281 idx=1 scores=[-395167, -354281, -375717, -358104, -376040, -383459, -365294, -387856, -378089, -368978, -369130, -376177, -381554, -377767, -364472, -359169, -386337, -365158, -363846, -365809, -367746, -379908, -362529, -379187, -390500, -387653]
day=318 max=-351505 idx=22 scores=[-386103, -361958, -380916, -365053, -385516, -375206, -376938, -380668, -360730, -371703, -359758, -388098, -386913, -365803, -358641, -367841, -381997, -352356, -371701, -354819, -375702, -386274, -351505, -371089, -383624, -374127]
day=319 max=-353159 idx=3 scores=[-387729, -366122, -383621, -353159, -387044, -374909, -372775, -379323, -375883, -359490, -365070, -376943, -387432, -370390, -359761, -368770, -376160, -370293, -369109, -362868, -373574, -383593, -365012, -382068, -384066, -388271]
day=320 max=-352035 idx=17 scores=[-392794, -367241, -378833, -354709, -397427, -378598, -370231, -383695, -369861, -366655, -369040, -378145, -393503, -367144, -367611, -361305, -383755, -352035, -370591, -365476, -367826, -385648, -353431, -377206, -382546, -386742]
day=321 max=-357923 idx=22 scores=[-382146, -362649, -394342, -358809, -386774, -391609, -374039, -381527, -369882, -360985, -373540, -387227, -385914, -375932, -375850, -363165, -392231, -369903, -384738, -363834, -374291, -386434, -357923, -384601, -388989, -379814]
day=322 max=-354812 idx=1 scores=[-389688, -354812, -385853, -364727, -385374, -380737, -386356, -391005, -377561, -365530, -360635, -389395, -391900, -371915, -372200, -371367, -381545, -363666, -387247, -362153, -378410, -389182, -371893, -382763, -398594, -381651]
day=323 max=-356668 idx=3 scores=[-393136, -369979, -380278, -356668, -397018, -386092, -387468, -387934, -377539, -363228, -365506, -390836, -397697, -368729, -362209, -378184, -390525, -367615, -379212, -372517, -375160, -398963, -373521, -371060, -388157, -382937]
day=324 max=-360714 idx=19 scores=[-388421, -368043, -384794, -362610, -398518, -379278, -385171, -387485, -371038, -364203, -363381, -381010, -386385, -373233, -376593, -376473, -392187, -363718, -383315, -360714, -375304, -402756, -361079, -377820, -389474, -390888]
day=325 max=-355867 idx=19 scores=[-401117, -363454, -400607, -374154, -401744, -395000, -380197, -379452, -372445, -366941, -383330, -378196, -386618, -390165, -365095, -377298, -396217, -358926, -378747, -355867, -374966, -401328, -371165, -387848, -393702, -395221]
day=326 max=-360530 idx=17 scores=[-390599, -362319, -385500, -367282, -404376, -393044, -381482, -386753, -378042, -383314, -380191, -394541, -397190, -373204, -369571, -372271, -402041, -360530, -374086, -370174, -375443, -393953, -371321, -390237, -395373, -393356]
day=327 max=-360064 idx=17 scores=[-405585, -362852, -398830, -363770, -386728, -399251, -390976, -391062, -386504, -378255, -378245, -385960, -397402, -388358, -381568, -380582, -395944, -360064, -386805, -371158, -381228, -393286, -365663, -384174, -396911, -385285]
day=328 max=-359108 idx=1 scores=[-400378, -359108, -393436, -367797, -388390, -385562, -390380, -385641, -377532, -379476, -370262, -398730, -407563, -379667, -369753, -378798, -389108, -376244, -392068, -362595, -381531, -391114, -378238, -386068, -398484, -402931]
day=329 max=-363305 idx=3 scores=[-399758, -378255, -401574, -363305, -389805, -388409, -390642, -397490, -385860, -387341, -386691, -391384, -392784, -384195, -374148, -377864, -399808, -365305, -387420, -371990, -388920, -400562, -366755, -394465, -397016, -397959]
day=330 max=-369110 idx=19 scores=[-408756, -371151, -398131, -380579, -392430, -399572, -395834, -391657, -394105, -379794, -382914, -397480, -403195, -381563, -373219, -380423, -392722, -380782, -381033, -369110, -396180, -406394, -380458, -381522, -408149, -397196]
day=331 max=-363652 idx=1 scores=[-411906, -363652, -405370, -380317, -392871, -405627, -392943, -400374, -385821, -372582, -380045, -395696, -399721, -386888, -377604, -376199, -407171, -373617, -380691, -369959, -400209, -403271, -376132, -389448, -399987, -399963]
day=332 max=-365549 idx=19 scores=[-404058, -377512, -409241, -381290, -410640, -397481, -386865, -398595, -395247, -383682, -375628, -390191, -407284, -387200, -370188, -387427, -408877, -377101, -381702, -365549, -397630, -409213, -385440, -385281, -400976, -395580]
day=333 max=-368215 idx=3 scores=[-414064, -376444, -392867, -368215, -406783, -407944, -398859, -406969, -397357, -386128, -378875, -401249, -400147, -392367, -381556, -378554, -407260, -375495, -388565, -381045, -392362, -410179, -383269, -384175, -395431, -403612]
day=334 max=-368209 idx=22 scores=[-404356, -383293, -408952, -384870, -402711, -393646, -395827, -400197, -394832, -389107, -389031, -405213, -403503, -385713, -378903, -379672, -393404, -380575, -394852, -375189, -392391, -412583, -368209, -400713, -409471, -400102]
day=335 max=-372742 idx=14 scores=[-417128, -380362, -407567, -377286, -410730, -392044, -393275, -394934, -392722, -391039, -380049, -408601, -404058, -391521, -372742, -389351, -409944, -378082, -384189, -381608, -391497, -407045, -379037, -395433, -410373, -393527]
day=336 max=-370428 idx=1 scores=[-410426, -370428, -406950, -374937, -400999, -395188, -398624, -406246, -398234, -389929, -386034, -395932, -411123, -399709, -393176, -377215, -400517, -386474, -387330, -380944, -390517, -403949, -386021, -405764, -414916, -407081]
day=337 max=-370250 idx=1 scores=[-415939, -370250, -398159, -384168, -400065, -412901, -400244, -407157, -400553, -388736, -391387, -401289, -408488, -403493, -377856, -389037, -406559, -389235, -390652, -377594, -405852, -412816, -376706, -397562, -402015, -408712]
